question_type,question,final_query_used,retries,answer,faithfulness,answer_relevancy,context_precision,context_recall,latency
single_hop,What is the minimum age requirement for the Officer-Credit position in JMG Scale-I?,What is the minimum age requirement for the Officer-Credit position in JMG Scale-I?,0,The minimum age requirement for the Officer-Credit position in JMG Scale-I is 21 years.,1.0,0.9999999999998351,0.9999999999666667,1.0,15.654942512512207
single_hop,What is the application fee amount including GST for SC/ST category candidates?,What is the application fee amount including GST for SC/ST category candidates?,0,"The application fee amount including GST for SC/ST category candidates is Rs. 59/-, which includes Rs. 50/- as the fee amount and Rs. 9/- as GST @18% (only postage charges).",0.5714285714285714,0.9999999999999997,0.9999999999,1.0,0.8597207069396973
single_hop,What is the maximum file size allowed for uploading the proof of age document in PDF format?,What is the maximum file size allowed for uploading the proof of age document in PDF format?,0,The maximum file size allowed for uploading the proof of age document in PDF format is not exceeding 500kb.,1.0,0.9999999999998379,0.9999999999666667,1.0,0.7388944625854492
single_hop,"If a candidate wants to use a scribe for the online examination, how much compensatory time are they eligible for per hour?","If a candidate wants to use a scribe for the online examination, how much compensatory time are they eligible for per hour?",0,Those candidates who use a scribe shall be eligible for compensatory time of 20 minutes or otherwise advised for every hour of the examination.,1.0,0.8501726818385335,0.9999999999666667,0.6666666666666666,1.1014981269836426
single_hop,"According to the credit history requirements, what is the minimum CIBIL score required at the time of joining the Bank?","According to the credit history requirements, what is the minimum CIBIL score required at the time of joining the Bank?",0,The minimum CIBIL score required at the time of joining the Bank is 680 or above.,0.5,0.913727524857404,0.9999999999,1.0,0.7726109027862549
multi_hop,"A 29-year-old candidate with a full-time B.E. in Computer Science and 2 years of experience in deploying AI models wants to apply for the Manager-IT post. Is this candidate eligible regarding age, education, and experience?","A 29-year-old candidate with a full-time B.E. in Computer Science and 2 years of experience in deploying AI models wants to apply for the Manager-IT post. Is this candidate eligible regarding age, education, and experience?",0,"To determine the eligibility of the 29-year-old candidate for the Manager-IT post, we need to verify the exact unique entities, subjects, and terminology mentioned in the question against the provided context.

1. **Age Eligibility**: The context mentions the age range for the Manager (IT) role as Min - 25 years and Max – 35 years. The candidate is 29 years old, which falls within this range. Thus, the candidate is eligible regarding age.

2. **Education Eligibility**: The mandatory educational requirement for the Manager (IT) role is a full-time degree in B.E./ B.Tech in Computer Science/ Information Technology/ Information Science, or a full-time M.C.A. from any recognized institute with a minimum of 60% marks or equivalent grade. The candidate has a full-time B.E. in Computer Science, which matches the mandatory educational requirement. Thus, the candidate is eligible regarding education.

3. **Experience Eligibility**: The context does not explicitly state the experience requirement for the Manager (IT) role but mentions that for the Senior Manager (IT) role, there should be a minimum of three years’ experience in IT with experience in AI/ ML solution architecture. However, for the Manager (Data Scientist) and the initial Manager (IT) description, specific experience requirements are not detailed. Given the information provided, we cannot directly infer the experience requirement for the Manager (IT) role from the context. The candidate has 2 years of experience in deploying AI models, but without a clear experience requirement for the Manager (IT) role, we cannot definitively state the candidate's eligibility based on experience from the provided context.

Given the constraints and the information provided:
- The candidate is eligible regarding age and education.
- The context does not explicitly provide the experience requirement for the Manager (IT) role, making it impossible to determine eligibility based on experience directly from the provided information.

Therefore, based on the strict constraints and the information given, the answer to whether the candidate is eligible regarding age, education, and experience, considering we cannot determine experience eligibility directly from the context, would be:

""I cannot determine the answer from the provided context.""",0.4375,0.0,0.8333333332916666,1.0,2.0811281204223633
multi_hop,"An unemployed ST candidate travels by 2nd Class Rail to attend the Personal Interview. What is the application fee they paid, and what travel reimbursement will they receive?","An unemployed ST candidate travels by 2nd Class Rail to attend the Personal Interview. What is the application fee they paid, and what travel reimbursement will they receive?",0,I cannot determine the answer from the provided context.,0.5,0.0,0.99999999995,0.5,0.9436640739440918
multi_hop,"If a candidate applying for the Senior Manager (Data Scientist) role resigns after serving only 2 years, what is the bond amount they must pay the bank?","If a candidate applying for the Senior Manager (Data Scientist) role resigns after serving only 2 years, what is the bond amount they must pay the bank?",0,I cannot determine the answer from the provided context.,0.3333333333333333,0.0,0.0,1.0,0.7210452556610107
multi_hop,"A candidate has an MBA obtained through distance learning and is applying for a post that requires an MBA. Will this qualification be accepted, and what is the required duration for a valid MBA course?","A candidate has an MBA obtained through distance learning and is applying for a post that requires an MBA. Will this qualification be accepted, and what is the required duration for a valid MBA course?",0,"According to the provided context, the answer is: 

The MBA obtained through distance learning will not be considered, as the course should be Full time and completed through correspondence/part-time/distance mode will not be considered. The required duration for a valid MBA course is 02 years.",0.8,0.7858535339086826,0.99999999995,1.0,0.8927805423736572
multi_hop,"If a candidate submits multiple online applications for different posts, which application is retained, and what happens to the fees paid for the other applications?","If a candidate submits multiple online applications for different posts, which application is retained, and what happens to the fees paid for the other applications?",0,"In case of multiple applications, only the latest valid and completed application will be retained, and the application fee/intimation charges paid for the other multiple registration(s) will stand forfeited.",0.6666666666666666,0.5846296391956023,0.9999999999666667,1.0,2.538062810897827
adversarial,"If a candidate's signature is uploaded in CAPITAL LETTERS, will the application be accepted as long as the file size is under 20kb?","If a candidate's signature is uploaded in CAPITAL LETTERS, will the application be accepted as long as the file size is under 20kb?",0,I cannot determine the answer from the provided context.,0.0,0.0,0.99999999995,0.2,0.8949806690216064
adversarial,A candidate does not have a bank account and therefore has no CIBIL score. Does this automatically disqualify them from applying?,A candidate does not have a bank account and therefore has no CIBIL score. Does this automatically disqualify them from applying?,0,"According to the provided context, specifically section 10.3, ""Candidates with no bank account shall not be required to produce the CIBIL status. CIBIL score requirement is not a pre-condition to apply."" This indicates that not having a CIBIL score due to not having a bank account does not automatically disqualify a candidate from applying.",0.6666666666666666,0.8972242893132684,0.9999999999,0.6666666666666666,0.9761006832122803
adversarial,"If a Visually Impaired candidate opts to use the services of a scribe for the examination, can they also use the facility of viewing the contents of the test in magnifying font?","If a Visually Impaired candidate opts to use the services of a scribe for the examination, can they also use the facility of viewing the contents of the test in magnifying font?",0,I cannot determine the answer from the provided context.,0.0,0.0,0.99999999995,0.3333333333333333,8.293917655944824
adversarial,Can a candidate belonging to the OBC category who falls under the 'creamy layer' claim OBC reservation benefits?,Can a candidate belonging to the OBC category who falls under the 'creamy layer' claim OBC reservation benefits?,0,"No, according to the context, candidates belonging to the OBC category but coming under the creamy layer are not entitled to OBC reservation. They should indicate their category as Unreserved in the online application form.",1.0,0.937809592132323,0.9999999999666667,1.0,0.812816858291626
adversarial,"If a candidate realizes they made a mistake in their application after clicking the COMPLETE REGISTRATION button, can they edit the form if the deadline has not passed?","If a candidate realizes they made a mistake in their application after clicking the COMPLETE REGISTRATION button, can they edit the form if the deadline has not passed?",0,I cannot determine the answer from the provided context.,0.5,-0.0,0.9999999999666667,,0.7222826480865479
not_answerable,What will be the exact date and venue for the Personal Interview for the Officer-Credit post?,What will be the exact date and venue for the Personal Interview for the Officer-Credit post?,0,I cannot determine the answer from the provided context.,0.0,0.0,0.0,0.8,2.948192596435547
not_answerable,How many questions will be asked in the Professional Knowledge section for the Manager-Cyber Security online test?,How many questions will be asked in the Professional Knowledge section for the Manager-Cyber Security online test?,0,I cannot determine the answer from the provided context.,0.5,0.0,0.0,0.0,0.9195945262908936
not_answerable,What is the passing cutoff percentage for the online written examination for General category candidates?,What is the passing cutoff percentage for the online written examination for General category candidates?,0,I cannot determine the answer from the provided context.,0.0,0.0,0.0,0.0,1.1808040142059326
noisy_query,I am 36 years old and want to apply for Senior Manager IT MMGS-III. do I need a certification and what should my degree be?,I am 36 years old and want to apply for Senior Manager IT MMGS-III. do I need a certification and what should my degree be?,0,"To apply for Senior Manager (IT) MMG Scale-III, according to the provided context, there is no mention of requiring a certification. 

For the degree, it is mandatory to have a full-time degree in B.E./B.Tech in Computer Science/Information Technology/ Electronics and Communications or a full-time M.C.A. from any Institute/College/University recognized/approved by Govt. bodies/AICTE/UGC with a minimum of 60% marks or equivalent grade. 

Additionally, a desirable qualification is a full-time degree in M.E./M.Tech in Computer Science/Information Technology. 

Since you are 36 years old, you are within the age range of Min - 27 years and Max - 38 years for this position.",0.8333333333333334,0.7096317601401676,0.8333333332916666,0.6666666666666666,1.1772205829620361
noisy_query,pic dimensions and rules for taking photo with glasses,pic dimensions and rules for taking photo with glasses,0,"The dimensions for the photograph are 200 x 230 pixels (preferred) and the size of the file should be between 20kb – 50kb. 

For taking a photo with glasses, the rules are: If you wear glasses, make sure that there is no reflection and eyes can be clearly seen.",1.0,0.6783631359497884,0.9999999999666667,0.7,0.7800924777984619
noisy_query,what happens if the server crashes and I pay my fee twice for the general category?,what happens if the server crashes and I pay my fee twice for the general category?,0,I cannot determine the answer from the provided context.,1.0,-0.0,0.8333333332916666,0.6666666666666666,0.6274173259735107
